sa_id,year,announced,topic,category,module,scope_tier,is_priority,cve,cwe,affects,git_hashes,svn_revisions,github_commit_urls,diff_available,data_quality,advisory_raw_url,source,upstream_path,note,commit_grade
FreeBSD-SA-26:16,2026,2026-04-29,Stack overflow via select() file descriptor set overflow,core,libnv,lib,Yes,CVE-2026-39457,,All supported versions of FreeBSD.,025789eaa648; 7e4d5363ddce; 45809b0e1bc1; a5cb4863d65a; a872c32f389e; 4acc2b5c61a7; 32d12677ff45,,https://github.com/freebsd/freebsd-src/commit/025789eaa648; https://github.com/freebsd/freebsd-src/commit/7e4d5363ddce; https://github.com/freebsd/freebsd-src/commit/45809b0e1bc1; https://github.com/freebsd/freebsd-src/commit/a5cb4863d65a; https://github.com/freebsd/freebsd-src/commit/a872c32f389e; https://github.com/freebsd/freebsd-src/commit/4acc2b5c61a7; https://github.com/freebsd/freebsd-src/commit/32d12677ff45,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:16.libnv.asc,,,,focused
FreeBSD-SA-26:17,2026,2026-04-29,Heap overflow in libnv,core,libnv,kernel,,CVE-2026-35547,,All supported versions of FreeBSD.,414e25d7d512; b345e07c8d71; 1cbd6e148249; 4f0992ce23b0; aa15809f85de; 05b91c2a7106; f7f48005fbe2,,https://github.com/freebsd/freebsd-src/commit/414e25d7d512; https://github.com/freebsd/freebsd-src/commit/b345e07c8d71; https://github.com/freebsd/freebsd-src/commit/1cbd6e148249; https://github.com/freebsd/freebsd-src/commit/4f0992ce23b0; https://github.com/freebsd/freebsd-src/commit/aa15809f85de; https://github.com/freebsd/freebsd-src/commit/05b91c2a7106; https://github.com/freebsd/freebsd-src/commit/f7f48005fbe2,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:17.libnv.asc,,,,
FreeBSD-SA-26:18,2026,2026-05-20,Stack buffer overflow via setcred(2),core,setcred,kernel,,CVE-2026-45250,,All supported versions of FreeBSD.,b6cba9028457; d98c0a494a42; 8eb0bbbd2e46; 34da5845b8d4; bfff5c180193,,https://github.com/freebsd/freebsd-src/commit/b6cba9028457; https://github.com/freebsd/freebsd-src/commit/d98c0a494a42; https://github.com/freebsd/freebsd-src/commit/8eb0bbbd2e46; https://github.com/freebsd/freebsd-src/commit/34da5845b8d4; https://github.com/freebsd/freebsd-src/commit/bfff5c180193,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:18.setcred.asc,,,,
FreeBSD-SA-26:19,2026,2026-05-20,Kernel use-after-free via file descriptor syscalls,core,file,kernel,,CVE-2026-45251,,All supported versions of FreeBSD.,4c09834afad0,,https://github.com/freebsd/freebsd-src/commit/4c09834afad0,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:19.file.asc,,,"module 'file' refers to file-descriptor vnode ops, not file(1); reclassified to kernel",
FreeBSD-SA-26:20,2026,2026-05-20,Heap overflow in FUSE_LISTXATTR,core,fusefs,kernel,,CVE-2026-45252,,All supported versions of FreeBSD.,df3f3fa82775; 0dd8b983db3c; 25148c51c8c6; 6a299460f159; 53f3bf4ee1ce,,https://github.com/freebsd/freebsd-src/commit/df3f3fa82775; https://github.com/freebsd/freebsd-src/commit/0dd8b983db3c; https://github.com/freebsd/freebsd-src/commit/25148c51c8c6; https://github.com/freebsd/freebsd-src/commit/6a299460f159; https://github.com/freebsd/freebsd-src/commit/53f3bf4ee1ce,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:20.fusefs.asc,,,,
FreeBSD-SA-26:21,2026,2026-05-20,Missing validation in ptrace(PT_SC_REMOTE),core,ptrace,kernel,,CVE-2026-45253,,All supported versions of FreeBSD.,3b4afab9add2; fd24dd0b38a8; fac902a3e039; c21d23f0f8be; 45bd421661c4,,https://github.com/freebsd/freebsd-src/commit/3b4afab9add2; https://github.com/freebsd/freebsd-src/commit/fd24dd0b38a8; https://github.com/freebsd/freebsd-src/commit/fac902a3e039; https://github.com/freebsd/freebsd-src/commit/c21d23f0f8be; https://github.com/freebsd/freebsd-src/commit/45bd421661c4,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:21.ptrace.asc,,,,
FreeBSD-SA-26:22,2026,2026-05-20,select(2) file descriptor set overflow causes stack overflow,core,libcasper,lib,Yes,CVE-2026-39461,,All supported versions of FreeBSD.,23929d729d1a; e22f3f55c360; 9e74d5e2e5e4; ae34dd1a391f; cbec31838173,,https://github.com/freebsd/freebsd-src/commit/23929d729d1a; https://github.com/freebsd/freebsd-src/commit/e22f3f55c360; https://github.com/freebsd/freebsd-src/commit/9e74d5e2e5e4; https://github.com/freebsd/freebsd-src/commit/ae34dd1a391f; https://github.com/freebsd/freebsd-src/commit/cbec31838173,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:22.libcasper.asc,,,,focused
FreeBSD-SA-26:23,2026,2026-05-20,Remote code execution via installer Wi-Fi access point scans,core,bsdinstall,tool,Yes,CVE-2026-45255,,All supported versions of FreeBSD.,0f15f5359041,,https://github.com/freebsd/freebsd-src/commit/0f15f5359041,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:23.bsdinstall.asc,,,,focused
FreeBSD-SA-26:24,2026,2026-05-20,Incorrect libcap_net limitation list manipulation,core,cap_net,lib,Yes,CVE-2026-45254,,All supported versions of FreeBSD.,7eb3fd691d64; f69df16fcc20; b79faca1c596; f977328c7277; b3baecf08405,,https://github.com/freebsd/freebsd-src/commit/7eb3fd691d64; https://github.com/freebsd/freebsd-src/commit/f69df16fcc20; https://github.com/freebsd/freebsd-src/commit/b79faca1c596; https://github.com/freebsd/freebsd-src/commit/f977328c7277; https://github.com/freebsd/freebsd-src/commit/b3baecf08405,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:24.cap_net.asc,,,,focused
FreeBSD-SA-26:25,2026,2026-06-09,Missing permission check in thr_kill2(2),core,thr,kernel,,CVE-2026-45256,,All supported versions of FreeBSD,afa0c67a1ba3; 068168fefd4b; 6f6c7b996719; 72ad7baa99c7; 31f6086db8fe; fa5581c379fe,,https://github.com/freebsd/freebsd-src/commit/afa0c67a1ba3; https://github.com/freebsd/freebsd-src/commit/068168fefd4b; https://github.com/freebsd/freebsd-src/commit/6f6c7b996719; https://github.com/freebsd/freebsd-src/commit/72ad7baa99c7; https://github.com/freebsd/freebsd-src/commit/31f6086db8fe; https://github.com/freebsd/freebsd-src/commit/fa5581c379fe,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:25.thr.asc,,,,
FreeBSD-SA-26:26,2026,2026-06-09,Arbitrary file overwrite via the KTLS receive path,core,ktls,kernel,,CVE-2026-45257,,All supported versions of FreeBSD,a51345704403; 48c1c5e3c348; 540a315cdb46; 333bdd7e9427; d43259dd66b3; af3398862ac0,,https://github.com/freebsd/freebsd-src/commit/a51345704403; https://github.com/freebsd/freebsd-src/commit/48c1c5e3c348; https://github.com/freebsd/freebsd-src/commit/540a315cdb46; https://github.com/freebsd/freebsd-src/commit/333bdd7e9427; https://github.com/freebsd/freebsd-src/commit/d43259dd66b3; https://github.com/freebsd/freebsd-src/commit/af3398862ac0,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:26.ktls.asc,,,,
FreeBSD-SA-26:27,2026,2026-06-09,Multiple vulnerabilities in the sound(4) mmap path,core,sound,kernel,,CVE-2026-45258; CVE-2026-49417,,All supported versions of FreeBSD.,7628e1ddfd52; abc077216bac; bda153dc04b4; f8f9050d61dd; 0e8cc8d8a49f; de5fd56985c3,,https://github.com/freebsd/freebsd-src/commit/7628e1ddfd52; https://github.com/freebsd/freebsd-src/commit/abc077216bac; https://github.com/freebsd/freebsd-src/commit/bda153dc04b4; https://github.com/freebsd/freebsd-src/commit/f8f9050d61dd; https://github.com/freebsd/freebsd-src/commit/0e8cc8d8a49f; https://github.com/freebsd/freebsd-src/commit/de5fd56985c3,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:27.sound.asc,,,,
FreeBSD-SA-26:28,2026,2026-06-09,sigqueue(2) missing capability mode restriction,core,capsicum,kernel,,CVE-2026-45259,,All supported versions of FreeBSD.,defd9b86ef99; 871d33e8a66a; 77ee83d12625; d11ff01b3aec; eab757f954ed; f56e8cb94df6,,https://github.com/freebsd/freebsd-src/commit/defd9b86ef99; https://github.com/freebsd/freebsd-src/commit/871d33e8a66a; https://github.com/freebsd/freebsd-src/commit/77ee83d12625; https://github.com/freebsd/freebsd-src/commit/d11ff01b3aec; https://github.com/freebsd/freebsd-src/commit/eab757f954ed; https://github.com/freebsd/freebsd-src/commit/f56e8cb94df6,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:28.capsicum.asc,,,,
FreeBSD-SA-26:29,2026,2026-06-09,Use-after-free bug in the IPV6_MSFILTER socket option handler,core,ip6_multicast,kernel,,CVE-2026-49412,,All supported versions of FreeBSD,ce2b95932ec2; 3d80e4aec3c1; ed4692b8226e; 522182827ea1; a7062a6de005; e6859453de61,,https://github.com/freebsd/freebsd-src/commit/ce2b95932ec2; https://github.com/freebsd/freebsd-src/commit/3d80e4aec3c1; https://github.com/freebsd/freebsd-src/commit/ed4692b8226e; https://github.com/freebsd/freebsd-src/commit/522182827ea1; https://github.com/freebsd/freebsd-src/commit/a7062a6de005; https://github.com/freebsd/freebsd-src/commit/e6859453de61,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:29.ip6_multicast.asc,,,,
FreeBSD-SA-26:30,2026,2026-06-09,Flaw in Linuxulator execution of setugid binaries,core,linux,kernel,,CVE-2026-49413,,All supported versions of FreeBSD,3ac9726c4269; a4d36c975be0; 0b18ec59972b; ff411cc40cd4; 3fe092282025; 0dcf9bba4b9f,,https://github.com/freebsd/freebsd-src/commit/3ac9726c4269; https://github.com/freebsd/freebsd-src/commit/a4d36c975be0; https://github.com/freebsd/freebsd-src/commit/0b18ec59972b; https://github.com/freebsd/freebsd-src/commit/ff411cc40cd4; https://github.com/freebsd/freebsd-src/commit/3fe092282025; https://github.com/freebsd/freebsd-src/commit/0dcf9bba4b9f,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:30.linux.asc,,,,
FreeBSD-SA-26:31,2026,2026-06-09,Arm CPU errata may bypass page table permission changes,core,arm64,kernel,,CVE-2025-10263,,All supported versions of FreeBSD,9d9d6c6e6081; 81435fc0882c; a53619675cdc; e99aa8682dba; 889e306ded21; 61d0cea4c00f,,https://github.com/freebsd/freebsd-src/commit/9d9d6c6e6081; https://github.com/freebsd/freebsd-src/commit/81435fc0882c; https://github.com/freebsd/freebsd-src/commit/a53619675cdc; https://github.com/freebsd/freebsd-src/commit/e99aa8682dba; https://github.com/freebsd/freebsd-src/commit/889e306ded21; https://github.com/freebsd/freebsd-src/commit/61d0cea4c00f,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:31.arm64.asc,,,,
FreeBSD-SA-26:32,2026,2026-06-09,ASLR bypass for setuid executables via procctl(2),core,elf,kernel,,CVE-2026-49414,,All supported versions of FreeBSD,e1cdc49846c1; 796579bcfbc4; 6e51dfc401e7; e417948e6139; 547fc2a98a24; 744f62ccbf82,,https://github.com/freebsd/freebsd-src/commit/e1cdc49846c1; https://github.com/freebsd/freebsd-src/commit/796579bcfbc4; https://github.com/freebsd/freebsd-src/commit/6e51dfc401e7; https://github.com/freebsd/freebsd-src/commit/e417948e6139; https://github.com/freebsd/freebsd-src/commit/547fc2a98a24; https://github.com/freebsd/freebsd-src/commit/744f62ccbf82,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:32.elf.asc,,,,
FreeBSD-SA-26:34,2026,2026-06-09,Integer overflow in vt(4) CONS_HISTORY ioctl,core,vt,kernel,,CVE-2026-49416,,All supported versions of FreeBSD,deaaddf1d3c4; 8ed11b21e544; f4cf977dfe92; b5a4f4bfbc95; 799e830134d5; 9cba21c2de16,,https://github.com/freebsd/freebsd-src/commit/deaaddf1d3c4; https://github.com/freebsd/freebsd-src/commit/8ed11b21e544; https://github.com/freebsd/freebsd-src/commit/f4cf977dfe92; https://github.com/freebsd/freebsd-src/commit/b5a4f4bfbc95; https://github.com/freebsd/freebsd-src/commit/799e830134d5; https://github.com/freebsd/freebsd-src/commit/9cba21c2de16,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:34.vt.asc,,,,
FreeBSD-SA-26:35,2026,2026-06-09,Multiple vulnerabilities in OpenSSL,contrib,openssl,lib,Yes,CVE-2026-7383; CVE-2026-9076; CVE-2026-34180; CVE-2026-34181; CVE-2026-34182; CVE-2026-34183; CVE-2026-42764; CVE-2026-42766; CVE-2026-42767; CVE-2026-42768; CVE-2026-42769; CVE-2026-42770; CVE-2026-45445; CVE-2026-45446; CVE-2026-45447,,All supported versions of FreeBSD.,865c8ff56693; 083bb80a125a; 0d6ccbb7524f; ec6bfa889b83; 1929d9e173e5; dd3096b4efe6,,https://github.com/freebsd/freebsd-src/commit/865c8ff56693; https://github.com/freebsd/freebsd-src/commit/083bb80a125a; https://github.com/freebsd/freebsd-src/commit/0d6ccbb7524f; https://github.com/freebsd/freebsd-src/commit/ec6bfa889b83; https://github.com/freebsd/freebsd-src/commit/1929d9e173e5; https://github.com/freebsd/freebsd-src/commit/dd3096b4efe6,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:35.openssl.asc,,,,medium
FreeBSD-SA-26:36,2026,2026-06-09,Insufficient response validation in the ldns stub resolver,contrib,ldns,lib,Yes,CVE-2026-10846,,All supported versions of FreeBSD.,20bfab98f8ae; 157d99d7ec9b; fbb19baa29ce; 5719a342555b; 410ab2bff36f; f61d7fc2ba85,,https://github.com/freebsd/freebsd-src/commit/20bfab98f8ae; https://github.com/freebsd/freebsd-src/commit/157d99d7ec9b; https://github.com/freebsd/freebsd-src/commit/fbb19baa29ce; https://github.com/freebsd/freebsd-src/commit/5719a342555b; https://github.com/freebsd/freebsd-src/commit/410ab2bff36f; https://github.com/freebsd/freebsd-src/commit/f61d7fc2ba85,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:36.ldns.asc,,,,focused
UPSTREAM-OPENSSL-CVE-2026-35188,2026,2026-06-08,"CHANGES.md, NEWS.md: update for 4.0.1",contrib,openssl,lib,Yes,CVE-2026-35188,,,,,,,2,https://github.com/openssl/openssl/commit/eae29e3bc08b,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-42765,2026,2026-06-08,"CHANGES.md, NEWS.md: update for 4.0.1",contrib,openssl,lib,Yes,CVE-2026-42765,,,,,,,2,https://github.com/openssl/openssl/commit/eae29e3bc08b,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-42771,2026,2026-06-08,"CHANGES.md, NEWS.md: update for 4.0.1",contrib,openssl,lib,Yes,CVE-2026-42771,,,,,,,2,https://github.com/openssl/openssl/commit/eae29e3bc08b,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-2673,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-2673,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-28386,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-28386,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-28387,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-28387,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-28388,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-28388,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-28389,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-28389,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-28390,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-28390,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-31789,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-31789,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2026-31790,2026,2026-04-05,"CHANGES.md, NEWS.md: update for 3.6.2",contrib,openssl,lib,Yes,CVE-2026-31790,,,,,,,2,https://github.com/openssl/openssl/commit/43377bb06e84,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2019-1551,2026,2026-01-23,Fix typo in CHANGES and NEWS entry for CVE-2019-1551,contrib,openssl,lib,Yes,CVE-2019-1551,,,,,,,2,https://github.com/openssl/openssl/commit/24b51ab61c39,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2021-4160,2025,2025-11-03,Document CVE-2021-4160,contrib,openssl,lib,Yes,CVE-2021-4160,,,,,,,2,https://github.com/openssl/openssl/commit/134f17d526a5,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2025-4575,2025,2025-05-20,apps/x509.c: Fix the -addreject option adding trust instead of rejection,contrib,openssl,lib,Yes,CVE-2025-4575,,,,,,,2,https://github.com/openssl/openssl/commit/0eb9acc24feb,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2024-12797,2024,2024-12-19,With SSL_VERIFY_PEER client RPK should abort on X509 error,contrib,openssl,lib,Yes,CVE-2024-12797,,,d2a55e6a9348,,https://github.com/freebsd/freebsd-src/commit/d2a55e6a9348,,3,https://github.com/openssl/openssl/commit/6ae8e947d8e3,upstream_commit,crypto/openssl,,focused
UPSTREAM-OPENSSL-CVE-2024-13176,2025,2025-01-15,Add CHANGES.md and NEWS.md updates for CVE-2024-13176,contrib,openssl,lib,Yes,CVE-2024-13176,,,0d0c8621fd18,,https://github.com/freebsd/freebsd-src/commit/0d0c8621fd18,,3,https://github.com/openssl/openssl/commit/c3144e102571,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2024-9143,2024,2024-10-18,Add CHANGES.md and NEWS.md entries for CVE-2024-9143,contrib,openssl,lib,Yes,CVE-2024-9143,,,0d0c8621fd18,,https://github.com/freebsd/freebsd-src/commit/0d0c8621fd18,,3,https://github.com/openssl/openssl/commit/36254fda37fe,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2024-5535,2024,2024-09-03,Add CVE-2024-5535 to CHANGES and NEWS,contrib,openssl,lib,Yes,CVE-2024-5535,,,a7148ab39c03,,https://github.com/freebsd/freebsd-src/commit/a7148ab39c03,,3,https://github.com/openssl/openssl/commit/03b22b4d7370,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2024-4741,2024,2024-04-26,Further extend the SSL_free_buffers testing,contrib,openssl,lib,Yes,CVE-2024-4741,,,44096ebd22dd,,https://github.com/freebsd/freebsd-src/commit/44096ebd22dd,,3,https://github.com/openssl/openssl/commit/c1bd38a003fa,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2024-4603,2024,2024-05-08,Check DSA parameters for excessive sizes before validating,contrib,openssl,lib,Yes,CVE-2024-4603,,,44096ebd22dd,,https://github.com/freebsd/freebsd-src/commit/44096ebd22dd,,3,https://github.com/openssl/openssl/commit/85ccbab216da,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2011-4354,2024,2024-04-22,evp_test: Added the special private key that triggers bug (CVE-2011-4354),contrib,openssl,lib,Yes,CVE-2011-4354,,,a8fe2d331be3,,https://github.com/freebsd/freebsd-src/commit/a8fe2d331be3,,3,https://github.com/openssl/openssl/commit/77a30b70ebe4,upstream_commit,crypto/openssl,,focused
UPSTREAM-OPENSSL-CVE-2024-2511,2022,2022-07-15,Add a test for session cache overflow,contrib,openssl,lib,Yes,CVE-2024-2511,,,44096ebd22dd,,https://github.com/freebsd/freebsd-src/commit/44096ebd22dd,,3,https://github.com/openssl/openssl/commit/4a3e8f08306c,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-5678,2024,2024-01-30,Remove a CVE reference from CHANGES/NEWS,contrib,openssl,lib,Yes,CVE-2023-5678,,,e0c4386e7e71,,https://github.com/freebsd/freebsd-src/commit/e0c4386e7e71,,3,https://github.com/openssl/openssl/commit/afb19f07aecc,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2024-0727,2024,2024-01-19,Add some tests for various PKCS12 files with NULL ContentInfo,contrib,openssl,lib,Yes,CVE-2024-0727,,,e0c4386e7e71,,https://github.com/freebsd/freebsd-src/commit/e0c4386e7e71,,3,https://github.com/openssl/openssl/commit/8a85df7c60ba,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-6237,2024,2024-01-09,Add CHANGES.md and NEWS.md entries for CVE-2023-6237,contrib,openssl,lib,Yes,CVE-2023-6237,,,e0c4386e7e71,,https://github.com/freebsd/freebsd-src/commit/e0c4386e7e71,,3,https://github.com/openssl/openssl/commit/38b2508f6387,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-6129,2024,2024-01-04,Add CHANGES.md and NEWS.md entries for CVE-2023-6129,contrib,openssl,lib,Yes,CVE-2023-6129,,,e0c4386e7e71,,https://github.com/freebsd/freebsd-src/commit/e0c4386e7e71,,3,https://github.com/openssl/openssl/commit/858c7bc210a4,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-5363,2023,2023-10-05,test: add unit test for CVE-2023-5363,contrib,openssl,lib,Yes,CVE-2023-5363,,,ad991e4c142e,,https://github.com/freebsd/freebsd-src/commit/ad991e4c142e,,3,https://github.com/openssl/openssl/commit/a2fe10ca39f9,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-4807,2023,2023-09-08,Add CVE-2023-4807 fix to CHANGES.md and NEWS.md,contrib,openssl,lib,Yes,CVE-2023-4807,,,6f1af0d7d2af,,https://github.com/freebsd/freebsd-src/commit/6f1af0d7d2af,,3,https://github.com/openssl/openssl/commit/0be7510f49e4,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2022-4203,2022,2022-12-18,Update X509 fuzzer to verify a chain,contrib,openssl,lib,Yes,CVE-2022-4203,,,,,,,2,https://github.com/openssl/openssl/commit/399c2da08ab9,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-3817,2023,2023-07-25,Add CHANGES.md and NEWS.md entries for CVE-2023-3817,contrib,openssl,lib,Yes,CVE-2023-3817,,,aa7957345732,,https://github.com/freebsd/freebsd-src/commit/aa7957345732,,3,https://github.com/openssl/openssl/commit/4b29762802c0,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-3446,2023,2023-07-13,Update CHANGES/NEWS for CVE-2023-3446,contrib,openssl,lib,Yes,CVE-2023-3446,,,aa7957345732,,https://github.com/freebsd/freebsd-src/commit/aa7957345732,,3,https://github.com/openssl/openssl/commit/4ec53ad6e179,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2023-2975,2023,2023-07-07,Add CHANGES.md and NEWS.md entries for CVE-2023-2975,contrib,openssl,lib,Yes,CVE-2023-2975,,,aa7957345732,,https://github.com/freebsd/freebsd-src/commit/aa7957345732,,3,https://github.com/openssl/openssl/commit/1e398bec5389,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-1794,2023,2023-06-21,Check for 0 modulus in BN_RECP_CTX_set.,contrib,openssl,lib,Yes,CVE-2015-1794,,,,,,,2,https://github.com/openssl/openssl/commit/43596b306b1f,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-0217,2023,2023-01-11,Add decoder fuzzer,contrib,openssl,lib,Yes,CVE-2023-0217,,,,,,,2,https://github.com/openssl/openssl/commit/a9e6100bc984,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-2650,2023,2023-05-12,Restrict the size of OBJECT IDENTIFIERs that OBJ_obj2txt will translate,contrib,openssl,lib,Yes,CVE-2023-2650,,,,,,,2,https://github.com/openssl/openssl/commit/d63b3e7959e7,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-37454,2023,2023-05-17,Update hkdf.c to avoid potentially vulnerable code pattern,contrib,openssl,lib,Yes,CVE-2022-37454,,,,,,,2,https://github.com/openssl/openssl/commit/56a51b5a1ecd,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-1255,2023,2023-04-21,Correct the CHANGES entry for CVE-2023-1255,contrib,openssl,lib,Yes,CVE-2023-1255,,,,,,,2,https://github.com/openssl/openssl/commit/e6990079c241,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-0466,2023,2023-03-21,Fix documentation of X509_VERIFY_PARAM_add0_policy(),contrib,openssl,lib,Yes,CVE-2023-0466,,,,,,,2,https://github.com/openssl/openssl/commit/5ab3f71a33cb,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-0465,2023,2023-03-23,Updated CHANGES.md and NEWS.md for CVE-2023-0465,contrib,openssl,lib,Yes,CVE-2023-0465,,,,,,,2,https://github.com/openssl/openssl/commit/986f9a674d49,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-0464,2023,2023-03-23,Updated CHANGES.md and NEWS.md for CVE-2023-0465,contrib,openssl,lib,Yes,CVE-2023-0464,,,,,,,2,https://github.com/openssl/openssl/commit/986f9a674d49,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-0401,2023,2023-01-18,pk7_doit.c: Check return of BIO_set_md() calls,contrib,openssl,lib,Yes,CVE-2023-0401,,,,,,,2,https://github.com/openssl/openssl/commit/6eebe6c02381,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2023-0216,2023,2023-01-16,Do not dereference PKCS7 object data if not set,contrib,openssl,lib,Yes,CVE-2023-0216,,,,,,,2,https://github.com/openssl/openssl/commit/80253dbdc92b,upstream_commit,crypto/openssl,,
